TAU(MFT),wind,sst,airT,Pressure,WaveL,WaveH,TAU(obs)
0.245312184,7.1773,7.9,8.6138,1018.1779,14.2,1.8972,0.2253
0.241986126,7.1252,7.9,8.6565,1018.1096,14.2,1.8887,0.2695
0.236066565,7.0296,7.9,8.5957,1017.0574,13.5,2,0.2621
0.265781432,7.4991,7.9,8.5901,1017.0005,13.5,2,0.2554
0.342159837,8.6651,7.9,8.4888,1016.0888,13.5393,2.0056,0.294
0.320103258,8.3324,7.9,8.4831,1016.0831,13.5592,2.0085,0.2712
0.295448184,7.9564,7.9,8.4802,1016.0802,13.5692,2.0099,0.2512
0.249360234,7.2358,7.9,8.3,1015.8859,14.2,2.1,0.3054
0.250175744,7.2487,7.9,8.3,1015.8716,14.2,2.1,0.2591
0.225153536,6.8485,7.9,8.3,1015.8645,14.2,2.1,0.2862
0.242561236,7.1279,7.9,8.3,1015.8574,14.2,2.1,0.2612
0.220208928,6.7683,7.9,8.3057,1015.3943,14.2128,2.1014,0.2433
0.23309648,6.9771,7.9,8.3284,1015.3716,14.2639,2.1071,0.2215
0.233849764,6.9894,7.9,8.3398,1015.3602,14.2895,2.1099,0.2321
0.212272078,6.6457,7.9,8.7,1015,15.0879,2.196,0.2424
0.198573932,6.4182,7.9,8.7,1015,15.0239,2.1746,0.2082
0.216149613,6.7093,7.9,8.7,1015,14.2001,1.9,0.246
0.213943377,6.6732,7.9014,8.7042,1014.9944,14.1902,1.9014,0.2613
0.207731381,6.571,7.9057,8.717,1014.9773,14.1603,1.9057,0.2153
0.214146569,6.6769,7.9114,8.7341,1014.9545,14.1205,1.9114,0.2447
0.26105848,7.4306,8,9,1014.5872,13.5,1.9872,0.2625
0.177012384,6.0453,7.9972,8.5972,1014.7972,14.1802,1.8,0.1938
0.187127292,6.2204,7.9957,8.5957,1014.7957,14.1702,1.8,0.1991
0.195018634,6.3546,7.9943,8.5943,1014.7943,14.1603,1.8,0.2343
0.195837229,6.3684,7.9,8.4986,1014.6972,13.4815,1.8014,0.2332
0.205498159,6.53,7.9,8.4972,1014.6943,13.4631,1.8028,0.1892
0.159251258,5.7256,7.9,8.4001,1014.5002,12.201,1.8999,0.2006
0.172103658,5.9572,7.9028,8.4111,1014.4806,12.2359,1.9,0.1957
0.156515926,5.6809,8,8.8085,1013.7404,13.4404,1.883,0.1688
0.171726748,5.9579,8,8.9057,1013.0432,12.8398,1.7114,0.2285
0.190404192,6.2821,8,8.9085,1013.0147,12.8597,1.7171,0.2211
0.188113615,6.2431,8,8.9128,1012.9721,12.8895,1.7256,0.2594
0.276884824,7.6722,8,8.7113,1009.4859,11.6537,2,0.281
0.260958672,7.4243,8,8.7341,1009.4574,11.7618,2,0.2637
0.283884048,7.7811,8,8.7455,1009.4432,11.8159,2,0.2947
0.283049226,7.7683,8,8.7511,1009.4361,11.8429,2,0.3044
0.270389378,7.5745,8,8.9002,1007.701,12.201,2,0.2576
0.262280852,7.4479,8,8.9,1007.6859,12.2422,1.993,0.2647
0.261699766,7.4388,8,8.9,1007.6831,12.2507,1.9915,0.2792
0.314027846,8.2451,8,8.8915,1007.483,12.8,1.9085,0.2911
0.303381264,8.0829,8,8.8901,1007.4801,12.8,1.9099,0.2632
0.305107027,8.1092,8,8.8872,1007.4744,12.8,1.9128,0.2707
0.244769186,7.1702,8,8.8071,1007.2957,12.8,2.0014,0.2793
0.290094554,7.8782,8,8.8284,1007.2829,12.8,2.0057,0.2932
0.304936886,8.1061,8,8.8568,1007.2659,12.8,2.0114,0.2836
0.359613538,8.9246,8,8.5001,1006.9,11.6002,2.1,0.3059
0.291386932,7.8923,8,8.4858,1006.8574,11.6426,2.0929,0.3324
0.295789331,7.9598,8,8.4773,1006.8318,11.6682,2.0886,0.3056
0.308889985,8.1601,8,8.4744,1006.8233,11.6767,2.0872,0.3372
0.224909782,6.8421,7.9915,8.2659,1006.2488,12.2,2,0.2516
0.124889247,4.6249,7.9986,8.5042,1005.2916,12.2,1.9,0.1241
0.12840344,4.748,7.9957,8.5128,1005.2745,12.2,1.9,0.1431
0.117406055,4.3603,7.9929,8.5213,1005.2574,12.2,1.9,0.1508
0.137470618,5.0621,7.9,8.8831,1004.3746,8.5368,1.8915,0.1901
0.141372487,5.196,7.9,8.8802,1004.3704,8.5766,1.8901,0.1662
0.14477782,5.3122,7.9,8.8774,1004.3661,8.6165,1.8887,0.1609
0.306314975,8.126,7.9,8.6915,1003.9199,10.7256,1.7972,0.307
0.375075638,9.158,7.9,8.6616,1003.9895,10.8151,1.7872,0.3527
0.316818595,8.281,7.9,8.3946,1004.6067,11.5812,1.7,0.3337
0.245245293,7.1714,7.9,8.3548,1004.6565,11.4417,1.7,0.2757
0.256021798,7.3352,7.9,7.9859,1005.1028,10.1604,1.7028,0.2504
0.262099892,7.4302,7.9,7.9574,1005.1085,10.0807,1.7085,0.2665
0.288434774,7.8393,7.9,7.9432,1005.1114,10.0409,1.7114,0.2596
0.275468647,7.6309,7.9,7.5,1005.2,8.8,1.8,0.291
0.280305505,7.7062,7.9028,7.5142,1005.2114,8.8966,1.8028,0.3142
0.308384806,8.1445,7.9958,7.9916,1005.6042,12.2,1.8958,0.3427
0.291429073,7.8846,7.993,7.9859,1005.607,12.2,1.893,0.309
0.292180181,7.8961,7.9901,7.9802,1005.6099,12.2,1.8901,0.271
0.278600514,7.6863,7.9887,7.9774,1005.6113,12.2,1.8887,0.2987
0.260314107,7.3994,7.9,7.8,1005.7,12.2,1.8,0.3401
0.267416686,7.5107,7.9028,7.8057,1005.6915,12.183,1.8028,0.2521
0.284915,7.7826,7.9043,7.8085,1005.6872,12.1745,1.8043,0.2789
0.253863931,7.298,7.9071,7.8142,1005.6787,12.1574,1.8071,0.2937
0.288252354,7.8342,7.9085,7.817,1005.6744,12.1489,1.8085,0.3587
0.228477091,6.8946,8.0142,8.0071,1005.3503,11.6,1.8929,0.3019
0.35042268,8.7737,8.1972,7.8057,1004.9114,11.0347,1.9028,0.317
0.391115308,9.3782,8.1943,7.8114,1004.9227,10.9693,1.9057,0.3637
0.365042806,8.9922,8.1929,7.8142,1004.9284,10.9366,1.9071,0.2787
0.347709388,8.7333,8.1915,7.8171,1004.9341,10.9039,1.9085,0.2896
0.323126882,8.3671,8.1,8,1005.3027,8.7624,2,0.2446
0.325933427,8.4096,8.1,8,1005.3055,8.7226,2,0.2437
0.335283637,8.5508,8.1,8,1005.3169,8.5632,2,0.2836
0.298428595,7.9906,8.1,8,1005.3255,8.4436,2,0.3227
0.334574997,8.5401,8.1014,8,1005.5014,6.0351,2,0.3162
0.29783833,7.9815,8.1028,8,1005.5028,6.0707,2,0.3267
0.269535482,7.542,8.2,8,1005.6,8.5,2,0.2586
0.303530157,8.0671,8.2,8,1005.5915,8.419,2.0085,0.2669
0.280047804,7.7055,8.2,8,1005.5773,8.284,2.0227,0.2649
0.280480087,7.7122,8.2,8,1005.5744,8.257,2.0256,0.2659
0.282938987,7.7503,8.1987,8,1005.3987,6.6295,2.1987,0.311
0.229256332,6.9037,8.1958,8,1005.3958,6.6922,2.1958,0.3295
0.27549392,7.635,8.1887,8,1005.3887,6.8487,2.1887,0.301
0.21224089,6.6283,8.1,8,1005.3042,8.7065,2.1043,0.2564
0.238893971,7.0602,8.1,8,1005.3085,8.6126,2.1085,0.2098
0.28618741,7.8022,8.1,8,1005.3114,8.55,2.1114,0.2511
0.259129673,7.3808,8.1,8,1005.3128,8.5187,2.1128,0.2433
0.117482685,4.3636,8.2,7.8491,1004.7491,7.7036,2,0.1628
0.14680177,5.3821,8.1,7.2801,1004.1508,6.8591,1.9,0.16
0.129675433,4.7936,8.1,6.9787,1001.7361,9.0787,1.8071,0.1087
0.123716071,4.5849,8.1,6.9744,1001.7233,9.0744,1.8085,0.1596
0.118443437,4.3985,8.1,6.9659,1001.6977,9.0659,1.8114,0.1428
0.063270651,2.3496,8.2085,7.0341,999.6319,9.7148,1.8085,0.0568
0.056924891,2.1051,8.2099,7.0398,999.6205,9.7006,1.8099,0.0645
0.06235864,2.3145,8.2128,7.0511,999.5977,9.6721,1.8128,0.0762
0.090030879,3.3642,8.3,7.4085,998.8744,8.8128,1.8957,0.081
0.089263983,3.3356,8.3,7.4227,998.8318,8.8341,1.8886,0.0585
0.116901152,4.3432,8.3,7.5,997.1574,9.7291,1.8929,0.1403
0.126975909,4.6989,8.2972,7.4943,996.583,8.8284,1.7972,0.1577
0.134075761,4.946,8.2943,7.4886,996.5659,8.8568,1.7943,0.1591
0.138111502,5.0852,8.2901,7.4801,996.5403,8.8995,1.7901,0.1685
0.14650768,5.3721,8.2113,7.3113,995.9661,9.7661,1.7,0.1296
0.146790653,5.3817,8.2127,7.3127,995.9618,9.7618,1.7,0.2038
0.147276089,5.3981,8.2943,7.4,995.6773,9.517,1.7,0.2073
0.185175121,6.1583,8.2929,7.4,995.6716,9.5213,1.7,0.1849
0.13754572,5.0658,8.1943,7.4,995.2943,9.8,1.7057,0.1627
0.127230942,4.7079,8.1013,7.4027,995.2094,9.7826,1.8,0.1827
0.14060767,5.1709,8.1056,7.4112,995.2393,9.7271,1.8,0.1247
0.119824499,4.4471,8.1127,7.4255,995.2891,9.6345,1.8,0.1474
0.352508396,8.8017,8.3,7.7042,997.0958,10.1832,1.8,0.2766
0.450436473,10.2401,8.3014,7.8,997.0056,9.8126,1.7986,0.4037
0.385959387,9.3003,8.3071,7.8,997.0284,9.8638,1.7929,0.3564
0.466171414,10.4657,8.3099,7.8,997.0398,9.8895,1.7901,0.4281
0.420840919,9.8104,8.4,7.7986,997.4014,10.6929,1.7014,0.3258
0.369364381,9.053,8.4,7.7929,997.4071,10.6645,1.7071,0.3005
0.586540461,12.1444,8.4,7.7001,997.4999,10.2004,1.7999,0.4506
0.512062073,11.114,8.3901,7.7099,997.5395,10.0913,1.8198,0.3516
0.609848857,12.4627,8.2986,7.8,997.9084,9.0522,2.0028,0.4987
0.563190162,11.8268,8.2943,7.8,997.934,8.9071,2.0113,0.4385
0.6178177,12.5702,8.2915,7.8,997.9511,8.8104,2.017,0.5245
0.701465011,13.6775,8.2886,7.8,997.9682,8.7136,2.0227,0.5529
0.528127193,11.3421,8.1972,7.7972,998.5085,5.7114,2.2057,0.5324
0.571855128,11.9468,8.1929,7.7929,998.5213,5.7284,2.2142,0.4868
0.562142611,11.8134,8.1901,7.7901,998.5298,5.7398,2.2199,0.5618
0.540387511,11.5127,8.1001,7.7001,998.7998,6.0997,2.3998,0.445
0.664482951,13.1933,8.1,7.6987,998.8081,6.1013,2.4027,0.4833
0.6195755,12.5947,8.1,7.6958,998.8251,6.1042,2.4084,0.5557
0.657781422,13.1037,8.1,7.5972,999.4113,6.2141,2.6141,0.5453
0.680571675,13.4042,8.1,7.5943,999.4227,6.2284,2.6284,0.5282
0.678162038,13.3706,8.0085,7.2915,1000.1338,7.5423,3.3423,0.5564
0.644770503,12.9288,8.0099,7.2901,1000.1395,7.5494,3.3494,0.5445
0.627473354,12.6976,8.0113,7.2887,1000.1452,7.5565,3.3565,0.4867
0.552917302,11.6826,8.0127,7.2873,1000.1509,7.5636,3.3636,0.5795
0.589529097,12.183,8.1,7.2,1000.4999,7.9999,3.7999,0.4927
0.543545067,11.5509,8.0986,7.1972,1000.5,8.0112,3.7972,0.4836
0.543129325,11.5451,8.0957,7.1915,1000.5,8.034,3.7915,0.5289
0.426598161,9.8899,8.0886,7.1773,1000.5,8.0909,3.7773,0.4311
0.523817837,11.276,8.0872,7.1744,1000.5,8.1023,3.7744,0.3976
0.45372653,10.2811,8,7.0142,1000.4929,8.8,3.5858,0.3193
0.535685062,11.4428,7.9987,7.1973,1000.3933,8.804,3.3987,0.4905
0.543184221,11.5469,7.9901,7.1802,1000.3506,8.8296,3.3901,0.4193
0.606195688,12.4101,7.9873,7.1745,1000.3364,8.8382,3.3873,0.508
0.502352834,10.9745,7.9,6.9858,999.8787,9.1284,3.3071,0.3749
0.404979795,9.5742,7.9,6.983,999.8744,9.1341,3.3085,0.4538
0.567721426,11.8844,7.9,6.9773,999.8659,9.1455,3.3114,0.4744
0.569259942,11.9055,7.9,6.9744,999.8616,9.1511,3.3128,0.4576
0.476881504,10.6111,7.9,6.8,999.6,9.5,3.4,0.3752
0.451525956,10.2479,7.9,6.7986,999.6014,9.5,3.4014,0.4105
0.421307385,9.8101,7.9,6.7872,999.6128,9.5,3.4128,0.3719
0.629819334,12.7163,7.8028,5.7972,999.0198,9.4661,3.4028,0.4182
0.486743271,10.74,7.8085,5.7915,999.0596,9.3978,3.4085,0.4798
0.457430273,10.3183,7.9,5.683,999.7085,8.3142,3.4943,0.4293
0.424465656,9.8402,7.9,5.6318,999.7341,8.3568,3.4773,0.3293
0.373443246,9.0885,7.9,5.6233,999.7384,8.3639,3.4744,0.3879
0.43418631,9.9736,7.9,5.0408,999.907,8.7577,3.3085,0.3491
0.471466094,10.5037,7.9,4.4368,998.8915,8.3141,3.4,0.4626
0.561389804,11.7832,7.8972,5.6915,998.5943,8.8,3.4028,0.4777
0.515155315,11.1391,7.8872,5.6616,998.5744,8.8,3.4128,0.5058
0.746035099,14.2364,7.7987,5.3973,998.3973,8.804,3.4973,0.4913
0.697896838,13.6137,7.7972,5.3945,998.3945,8.8083,3.4945,0.5841
0.687433898,13.4767,7.7901,5.3802,998.3802,8.8296,3.4802,0.5272
0.670769334,13.2574,7.7887,5.3774,998.3774,8.8339,3.4774,0.5164
0.708059371,13.7444,7.7057,5.1092,998.1887,9.1397,3.3113,0.6397
0.704538882,13.6977,7.7114,5.0182,998.1773,9.1795,3.3227,0.5185
0.598685861,12.2885,7.7128,4.9954,998.1744,9.1895,3.3256,0.549
0.81109494,15.046,7.8,3.7023,997.9659,9.8227,3.5114,0.6904
0.731609046,14.0365,7.8,3.7279,997.9574,9.8284,3.5142,0.7284
0.742143691,14.1726,7.8,3.779,997.9403,9.8398,3.5199,0.4706
0.673044443,13.2866,7.793,5.2945,997.4,10.1226,3.693,0.5019
0.689586103,13.4921,7.7,3.9002,997.4,9.1002,3.6,0.6304
0.503978312,10.9616,7.7099,3.8404,997.3006,9.1398,3.6398,0.4766
1.202910662,19.6001,7.8099,3.3497,996.3801,9.5,4.0497,0.8718
0.924607575,16.4257,7.9986,2.5986,995.9902,9.8056,4.7126,0.8382
0.879588902,15.8817,7.9972,2.5972,995.9802,9.8113,4.7254,0.6116
0.696542144,13.5686,7.9929,2.5929,995.9503,9.8284,4.7638,0.5835
0.682927966,13.3897,7.9872,2.5872,995.9105,9.8511,4.8151,0.5375
0.86434269,15.697,7.9,2.7276,994.5724,10.2,5.4,0.7007
1.167087555,19.206,7.9,2.7561,994.5439,10.2,5.4,1.0381
1.169408321,19.2316,7.9,2.7846,994.5154,10.2,5.4,0.99
0.708159566,13.7318,7.8787,3.734,993.5532,10.2383,5.4128,0.6026
0.838260472,15.3841,7.8503,3.7795,993.4907,10.2895,5.4298,0.6445
0.792504191,14.8219,7.3943,4.4545,992.4318,11.1284,5.7114,0.5974
0.673283696,13.2853,7.3915,4.4318,992.3977,11.1426,5.7171,0.5876
0.852776289,15.5713,7.3886,4.409,992.3636,11.1568,5.7227,0.6212
0.768189609,14.5088,7.3013,3.6879,991.2866,11.5933,5.9081,0.5924
0.719119191,13.8782,7.3085,3.6239,991.2154,11.5577,5.9507,0.6372
0.794178605,14.8366,7.3127,3.5855,991.1727,11.5364,5.9764,0.6097
1.259705305,20.2084,7.4,2.8001,990.3002,11.1001,6.4999,0.9783
1.00519073,17.3822,7.4043,2.8893,990.2277,11.1213,6.4915,0.8567
1.010517716,17.4499,7.4099,3.8199,986.8497,12.1403,6.9503,0.6137
0.857414722,15.6237,7.4114,3.8227,986.8568,12.1318,6.9432,0.7626
0.772149265,14.5683,7.4,4.8999,987.8999,11.6,6.5,0.582
0.731824458,14.0528,7.3958,4.8943,987.9424,11.6085,6.4859,0.5568
0.689013481,13.4964,7.3915,4.8887,987.985,11.617,6.4717,0.6027
0.633066595,12.7542,7.2373,4.683,989.5272,11.9254,5.9576,0.5286
0.628279924,12.6897,7.0776,4.5,990.9954,12.1663,5.5056,0.4555
0.639570951,12.8412,7.0605,4.5,991.068,12.1407,5.5099,0.4869
0.591687441,12.1947,7.0548,4.5,991.0922,12.1322,5.5113,0.5665
0.618588448,12.5632,6.6901,4.5099,992.7392,11.4608,5.5602,0.4528
0.514400661,11.1287,6.6886,4.5114,992.7591,11.4409,5.5545,0.3999
0.559523702,11.7592,6.5858,4.5716,994.0994,10.2,5.1929,0.4752
0.584960759,12.1085,6.5829,4.5659,994.1194,10.2,5.1915,0.4975
0.670013368,13.2508,6.5801,4.5602,994.1392,10.2,5.1901,0.5852
0.593675852,12.2273,6.5773,4.5545,994.1592,10.2,5.1886,0.4612
0.609743297,12.4435,6.396,4.1973,995.4188,10.2349,5.0987,0.4435
0.492156893,10.8154,6.0957,4,996.8468,12.7277,4.9957,0.4964
0.518305302,11.1844,6.0943,4,996.8624,12.7036,4.9943,0.5243
0.523774326,11.2611,6.0929,4,996.878,12.6794,4.9929,0.4792
0.675452769,13.3218,6.0872,4,996.9406,12.5827,4.9872,0.3897
0.522734106,11.2476,6,4,997.9,11.1,4.9,0.4079
0.423511475,9.8296,6,4.0128,997.9767,11.1469,4.8702,0.3522
0.362946868,8.936,6,4.0256,998.0535,11.1938,4.8403,0.3379
0.469832778,10.499,6,4.0384,998.1302,11.2407,4.8105,0.4298
0.488763154,10.7721,6.0083,4.3055,999.7359,12.1447,4.2055,0.3567
0.519440114,11.2049,6.0211,4.3141,999.7914,12.0593,4.2141,0.4792
0.466692537,10.4573,6.0296,4.3198,999.8284,12.0024,4.2198,0.4214
0.471550912,10.5268,6.0339,4.3226,999.847,11.9739,4.2226,0.4195
0.648734093,12.9708,6.3,4.5028,1001.0339,10.2141,4.3887,0.5579
0.639570594,12.8486,6.3,4.5043,1001.051,10.2213,4.383,0.4713
0.602963507,12.3568,6.3043,4.6,1002.2213,10.6488,4.0085,0.5488
0.448986769,10.2022,6.4,4.6337,1002.7337,9.6515,4.1888,0.3914
0.360193253,8.9069,6.4,5.1957,1003.3298,12.2255,3.9915,0.3695
0.43697381,10.0348,6.4,5.1,1004,12.8,3.8,0.4065
0.465607405,10.4469,6.4043,5.0829,1004.0213,12.7105,3.7872,0.3685
0.395643175,9.4307,6.4071,5.0716,1004.0355,12.6508,3.7787,0.4015
0.49784404,10.8998,6.4987,4.7,1004.4987,10.7,3.5013,0.3763
0.498622715,10.9109,6.4915,4.7,1004.4915,10.7,3.5085,0.3623
0.351633787,8.7709,6.4057,4.6943,1004.3263,10.7227,3.6,0.3381
0.383174956,9.2409,6.4114,4.6886,1004.2523,10.7455,3.6,0.2993
0.311142534,8.1547,6.5,4.6,1003.1,11.1,3.6,0.2769
0.392088145,9.3696,6.5128,4.5787,1003.1171,11.1469,3.6043,0.3189
0.363772333,8.949,6.517,4.5716,1003.1227,11.1625,3.6057,0.3145
0.365163624,8.9696,6.5213,4.5645,1003.1284,11.1781,3.6071,0.2752
0.410912722,9.6458,6.5298,4.5503,1003.1398,11.2094,3.6099,0.2913
0.273315877,7.5562,6.8028,4.0917,1003.5111,12.1834,3.6972,0.2107
0.315422326,8.2063,6.807,4.0789,1003.5281,12.1578,3.693,0.2657
0.175775826,5.9545,6.7659,3.7744,1003.2318,11.1,3.8085,0.1767
0.173082054,5.9072,6.7488,3.7616,1003.1977,11.1,3.8128,0.1412
0.101556525,3.7932,6.3323,3.4831,1002.4323,11.1,3.9085,0.1374
0.108247541,4.0365,5.6001,3.3,1001.7001,11.1,4,0.0904
0.101048544,3.7748,5.6028,3.2943,1001.6746,11.1,3.9972,0.12
0.105164222,3.925,5.7,3.0901,1000.6906,11.1497,3.9398,0.1189
0.105783977,3.9475,5.7,3.0872,1000.6593,11.1639,3.9512,0.1044
0.100508295,3.7553,5.7,3.0001,999.7009,11.5996,4.2997,0.0909
0.126320228,4.6795,5.8014,3.093,999.3845,10.7492,4.3958,0.1698
0.106208026,3.9629,5.8071,3.0645,999.322,10.9483,4.3787,0.1241
0.124654621,4.6215,5.8972,2.5858,998.2631,14.1119,4.1142,0.117
0.185748175,6.1132,5.8067,2.1013,996.9718,11.1416,4.596,0.1893
0.54361701,11.5128,6.4,2.1128,988.0702,14.2384,4.8128,0.3952
0.586587667,12.1094,6.4,2.3998,987.4006,15.0993,5.0998,0.4418
0.563177943,11.7876,6.3944,2.4056,987.3607,15.0102,5.0944,0.4117
0.554792583,11.6716,6.3915,2.4085,987.3408,14.9647,5.0915,0.5243
0.572036088,11.9099,6.3887,2.4113,987.3209,14.9191,5.0887,0.3674
0.588271976,12.1351,6.2915,2.5426,986.6574,13.5,4.9489,0.5094
0.602461219,12.3345,6.1943,3.017,986.1886,13.5398,4.4057,0.4954
0.656262636,13.0575,6.1929,3.0213,986.1858,13.5497,4.4071,0.4266
0.627177894,12.6687,6.1915,3.0256,986.1829,13.5597,4.4085,0.4725
0.619930208,12.5712,6.1886,3.0341,986.1773,13.5796,4.4114,0.5166
0.552206218,11.649,6.1001,3.2998,986.0002,14.1994,4.4999,0.5195
0.526064277,11.2848,6.1,3.3013,985.9973,14.1812,4.496,0.5081
0.579278708,12.0222,6.1,3.3056,985.9888,14.1214,4.4832,0.5452
0.587951481,12.1409,6.1,3.3085,985.9831,14.0816,4.4746,0.5587
0.58327651,12.077,6.1,3.3099,985.9802,14.0617,4.4704,0.5012
0.611562312,12.4619,6.1,3.3127,985.9745,14.0218,4.4618,0.4771
0.507460356,11.0246,6.1,3.4142,985.8177,12.8,4.1894,0.4989
0.544934869,11.5515,6.1,3.5999,986.0499,12.8,4.0501,0.4366
0.472959667,10.5368,6.1,3.6027,986.0534,12.8,4.0479,0.4349
0.536494792,11.4342,6.1,3.6141,986.0676,12.8,4.0394,0.4615
0.478223771,10.6122,6.1,3.617,986.0712,12.8,4.0373,0.5017
0.564610481,11.826,6.1,3.7998,986.2998,12.8,3.9001,0.461
0.476652175,10.5923,6.0944,3.8112,986.3112,12.7327,3.8832,0.4023
0.582319915,12.0725,5.9915,4.0043,986.5213,11.6255,3.6043,0.5615
0.660713315,13.1306,5.8,4.1,987,12.2,3.7,0.4768
0.654238522,13.0449,5.7801,4.1,987.0497,12.2,3.7099,0.5764
0.607971966,12.4247,5.7744,4.1,987.0639,12.2,3.7128,0.5173
0.678070784,13.3616,5.5987,4.1027,987.5174,12.2174,3.8027,0.5887
0.657452345,13.0894,5.5944,4.1112,987.5729,12.2729,3.8112,0.549
0.632137239,12.752,5.593,4.1141,987.5914,12.2914,3.8141,0.5501
0.621667027,12.6116,5.5873,4.1255,987.6655,12.3655,3.8255,0.5017
0.638903797,12.8452,5.4972,4.2915,988.8311,13.4321,3.9887,0.495
0.614588976,12.5188,5.4957,4.2872,988.8468,13.398,3.983,0.4701
0.744694412,14.2288,5.4943,4.283,988.8624,13.3639,3.9773,0.596
0.622883022,12.6304,5.4915,4.2744,988.8937,13.2956,3.9659,0.5646
0.647483468,12.9577,5.4,4,990.0137,11.2251,3.6114,0.5455
0.640170515,12.8602,5.4085,4.0085,991.0269,12.31,3.7254,0.5604
0.608833253,12.4391,5.4127,4.0127,991.0909,12.3655,3.7382,0.5326
0.681753635,13.4109,5.5,4.1,992.3998,13.4998,4,0.4597
0.633698583,12.7737,5.5,4.1,992.4454,13.4263,4.0113,0.466
0.641224146,12.8743,5.5,4.1,992.4681,13.3893,4.017,0.5124
0.545456946,11.5711,5.5,4.1,992.5023,13.3338,4.0256,0.5178
0.619053304,12.5768,5.5085,4.0829,993.3364,12.3108,4.1829,0.5114
0.614562213,12.5135,5.6,3.9,994.8134,13.4557,4.004,0.594
0.531469285,11.3731,5.6,3.9,994.8846,13.2209,4.0254,0.4745
0.557192504,11.7302,5.6,3.8972,995.8311,10.2735,4.3,0.414
0.511304796,11.0905,5.6,3.8957,995.8468,10.3105,4.3,0.5255
0.512410283,11.106,5.6,3.8915,995.8937,10.4215,4.3,0.3763
0.460084647,10.3611,5.6014,3.7943,996.917,12.8,4.2972,0.4403
0.489829242,10.7857,5.6028,3.7886,996.9341,12.8,4.2943,0.4059
0.581139863,12.0581,5.6043,3.7829,996.9512,12.8,4.2915,0.3775
0.41323474,9.6741,5.6802,3.321,998.1889,12.5431,4.0802,0.3633
0.450737715,10.2192,5.6774,3.3096,998.2017,12.5061,4.0774,0.3591
0.370136231,9.0291,5.5028,2.6141,999.0113,10.2396,3.9028,0.3322
0.406655729,9.5701,5.5057,2.6284,999.0227,10.2794,3.9057,0.3225
0.467374444,10.4521,5.5114,2.6568,999.0455,10.3591,3.9114,0.3949
0.419606984,9.7655,5.5872,3.1,999.4341,11.6,3.9915,0.3362
0.474257976,10.5557,5.5659,3.1,999.4909,11.6,3.9773,0.4197
0.486483693,10.7301,5.5616,3.1,999.5023,11.6,3.9744,0.4104
0.489620268,10.7776,5.3,3.0789,1000.2492,11.6,3.8211,0.4681
0.598332107,12.2881,5.3,3.0661,1000.2791,11.6,3.8339,0.5255
0.48925221,10.7689,5.3,2.8,1000.8999,11.6,4.1,0.5168
0.474253654,10.5549,5.3,2.783,1000.9511,11.5716,4.0943,0.408
0.439961672,10.0574,5.3,2.5,1001.8,11.1,4,0.3868
0.514924943,11.128,5.3,2.4787,1001.871,11.0361,3.9929,0.3888
0.415643871,9.7026,5.3,2.4702,1001.8995,11.0105,3.9901,0.3909
0.242982179,7.0751,5.3,2.5057,1003.4511,12.0639,3.7887,0.1746
0.365567565,8.9624,5.3,2.5128,1003.5151,11.8932,3.7744,0.331
0.262780219,7.3908,5.3,2.6057,1004.2929,9.8426,3.6057,0.2669
0.205746934,6.4714,5.3,2.6227,1004.2716,9.9705,3.6227,0.2203
0.241553515,7.0548,5.3,2.6398,1004.2503,10.0984,3.6398,0.1859
0.149731457,5.4842,5.3,2.9997,1003.8004,12.7976,3.9997,0.2956
0.375968635,9.125,5.3,3.0056,1003.7776,12.8,3.9832,0.3182
0.266379595,7.4563,5.3028,3.1,1003.4113,12.8,3.7,0.2349
0.247486904,7.1579,5.3071,3.1,1003.4284,12.8,3.7,0.2278
0.167946011,5.8313,5.3114,3.1,1003.4455,12.8,3.7,0.2034
0.169029772,5.8506,5.3128,3.1,1003.4511,12.8,3.7,0.1942
0.146311507,5.3684,5.417,3.1114,1003.8,12.6522,3.6943,0.1542
0.162465021,5.7308,5.4298,3.1199,1003.8,12.5414,3.6901,0.1816
0.11316324,4.2135,6.1014,3.1112,1002.9958,12.2,3.6028,0.1533
0.266681969,7.4592,6.2057,3.8858,1002.6716,12.1688,3.8,0.2364
0.40707016,9.5748,6.3998,3.4004,1001.7008,11.1009,3.8,0.3664
0.409029186,9.6035,6.4027,3.3973,1001.6826,11.1322,3.796,0.4027
0.412890911,9.6601,6.4055,3.3945,1001.6641,11.1663,3.7917,0.3273
0.390988886,9.3373,6.4112,3.3888,1001.6271,11.2347,3.7832,0.2488
0.241280451,7.0368,6.6,3.2,1000.4002,13.4996,3.5,0.2144
0.269013137,7.4763,6.6057,3.2085,1000.3406,13.4463,3.5028,0.16
0.177428111,5.9755,6.6227,3.2341,1000.1614,13.2841,3.5114,0.2091
0.147547036,5.41,6.8,3.5071,998.2801,11.617,3.6,0.1949
0.437277943,10.0203,6.8,4.1,995.1003,13.4999,3.2001,0.2474
0.505565405,10.9845,6.8986,3.0901,992.3659,12.783,3.1972,0.3741
0.382674396,9.2018,6.8929,3.0503,992.2295,12.7148,3.1858,0.3117
0.395938128,9.3981,6.8886,3.0204,992.1271,12.6636,3.1773,0.3504
0.573922634,11.9313,6.8,2.3933,989.9664,11.6,3,0.4027
0.538480401,11.4395,6.8,2.3577,989.7885,11.6,3,0.4966
0.98011452,17.0885,6.7436,2.1074,980.0363,13.1054,3.2691,0.9349
